Microrganismo,Frequência (Hz),Tempo (s),Data de alteração
Bartonella Quintana,690,180,
Bartonella Quintana,610,180,
Bartonella Quintana,470,180,
Bartonella Quintana,484,180,
Bartonella Quintana,986,180,
Bartonella Quintana,644,180,
Bartonella Quintana,254,180,
Bartonella Quintana,364,180,
Bartonella Quintana,379,180,
Bartonella Quintana,645,180,
Bartonella Quintana,654,180,
Bartonella Quintana,786,180,
Bartonella Quintana,840,180,
Bartonella Quintana,842,180,
Bartonella Quintana,844,180,
Bartonella Quintana,846,180,
Bartonella Quintana,848,180,
Bartonella Quintana,850,180,
Bartonella Quintana,857,180,
Bartonella Quintana,967,180,
Bartonella Quintana,6878,180,
Bartonella Quintana,634,180,
Bartonella Quintana,696,180,
Bartonella Quintana,716,180,
Bartonella Quintana,1518,180,
Bacillus Cereus,488,180,
Bacillus Cereus,565,180,
Bacillus Cereus,672,180,
Bacillus Cereus,674,180,
Bacillus Cereus,678,180,
Bacillus Cereus,773,180,
Bacillus Cereus,766,180,
Bacillus Cereus,768,180,
Bacillus Cereus,776,180,
Bacillus Cereus,777,180,
Bacillus Cereus,778,180,
Bacillus Cereus,822,180,
Bacillus Cereus,885,180,
Bacillus Cereus,887,180,
Bacillus Cereus,7877,180,
Bacillus Cereus,9687,180,
Bacillus Cereus,42664,180,
Bacillus Cereus,42666,180,
Bacillus Cereus,46668,180,
Bacillus Cereus,46787,180,
Bacillus Cereus,4000,180,
Bacillus Cereus,16655,180,
Bacillus Cereus,1370,180,
Bacillus Cereus,1365,180,
Bacillus Cereus,930,180,
Bacillus Cereus,900,180,
Bacillus Cereus,768,180,
Bacillus Cereus,633,180,
Bacillus Cereus,500,180,
Bacillus Cereus,420,180,
Bacillus Cereus,414,180,
Bacillus Cereus,400,180,
Bacillus Cereus,273,180,
Bacillus Cereus,224,180,
Bacillus Cereus,129,180,
Bacillus Cereus,19665,180,
Bacillus Cereus,89,180,
Bacillus Cereus,18122,180,
Bacillus Cereus,49,180,
Bacillus Cereus,18321,180,
Bacillus Cereus,64,180,
Bacillus Cereus,19317,180,
Bacillus Cereus,38,180,
Bacillus Cereus,961,180,
Bacillus Cereus,76,180,
Bacillus Cereus,912,180,
Bacillus Cereus,18,180,
Bacillus Cereus,902,180,
Bacillus Cereus,27,180,
Bacillus Cereus,979,180,
Bacillus Cereus,11,180,
Bacillus Cereus,8020,180,
Bacillus Cereus,800,180,
Bacillus Cereus,683,180,
Bacillus Cereus,417,180,
Bacillus Cereus,318,180,
Bacillus Cereus,432,180,
Bacillus Cereus,722,180,
Bacillus Cereus,822,180,
Bacillus Cereus,1246,180,
Bacillus Cereus,19168.02,180,
Bacillus Cereus,18919.09,180,
Bacillus Cereus,18670.15,180,
Bacillus Cereus,954.32,180,
Bacillus Cereus,941.93,180,
Bacillus Cereus,929.53,180,
Bacillus Cereus,520,180,
Bacillus Cereus,2551,180,
Bacillus Cereus,902,180,
Bacillus Cereus,1405,180,
Bacillus Cereus,2655,180,
Bacillus Cereus,21554,180,
Bacillus Cereus,2025,180,
Bacillus Cereus,1830,180,
Bacillus Cereus,1552,180,
Bacillus Cereus,1550,180,
Bacillus Cereus,1246,180,
Bacillus Cereus,1206,180,
Bacillus Cereus,880,180,
Bacillus Cereus,822,180,
Bacillus Cereus,802,180,
Bacillus Cereus,787,180,
Bacillus Cereus,727,180,
Bacillus Cereus,722,180,
Bacillus Cereus,489,180,
Bacillus Cereus,432,180,
Bacillus Cereus,80,180,
Bacillus Cereus,20,180,
Bacillus Cereus,787,180,
Bacillus Cereus,880,180,
Bacillus Cereus,802,180,
Bacillus Cereus,727,180,
Bacillus Cereus,1552,180,
Bacillus Cereus,800,180,
Bacillus Cereus,17375,180,
Bacillus Cereus,69,180,
Bacillus Cereus,865,180,
Bacillus Cereus,8,180,
Bacillus Cereus,17220,180,
Bacillus Cereus,11103,180,
Bacteroides Fragilis,633,180,
Bacteroides Fragilis,634,180,
Bacteroides Fragilis,635,180,
Bacteroides Fragilis,636,180,
Bacteroides Fragilis,637,180,
Saccharomyces cerevisiae,3176,600,
Saccharomyces cerevisiae,2642,600,
Saccharomyces cerevisiae,1403,600,
Enterococcus Faecium,686,600,
Enterococcus Faecium,409,180,
Enterococcus Faecium,454,180,
Enterococcus Faecium,5000,180,
Enterococcus Faecium,686,600,
Enterococcus Faecium,409,180,
Enterococcus Faecium,454,180,
Enterococcus Faecium,5000,180,
Enterococcus Faecium,686,600,
Enterococcus Faecium,409,180,
Enterococcus Faecium,454,180,
Enterococcus Faecium,5000,180,
Haemophilus Influenzae,16728,180,
Haemophilus Influenzae,45,180,
Haemophilus Influenzae,832,180,
Haemophilus Influenzae,86,180,
Candida Albicans,414.18,nan,
Hepatite E,28,180,
Hepatite E,1550,180,
Hepatite E,1351,180,
Hepatite E,880,180,
Hepatite E,802,180,
Hepatite E,727,180,
Hepatite E,224,180,
Hepatite E,317,180,
Hepatite E,329,180,
Hepatite E,477,180,
Hepatite E,922,180,
Hepatite D,28,180,
Hepatite D,1550,180,
Hepatite D,1351,180,
Hepatite D,880,180,
Hepatite D,802,180,
Hepatite D,727,180,
Hepatite D,224,180,
Hepatite D,317,180,
Hepatite D,329,180,
Hepatite D,477,180,
Hepatite D,922,180,
Influenza A,952,180,
Influenza A,741,180,
Influenza A,682,180,
Influenza A,320,180,
Influenza A,160,180,
Lactobacillus,17375,180,
Lactobacillus,69,180,
Lactobacillus,865,180,
Lactobacillus,8,180,
Mycobacterium Tuberculosis,20412.7,180,
Mycobacterium Tuberculosis,1016.29,180,
Mycobacterium Tuberculosis,21508.01,180,
Mycobacterium Tuberculosis,1070.82,180,
Balantidium coli,5000,600,
Neisseria Meningitidis,19715.68,180,
Neisseria Meningitidis,981.59,180,
Neisseria Meningitidis,16628,180,
Neisseria Meningitidis,88,180,
Neisseria Meningitidis,927,180,
Neisseria Meningitidis,90,180,
Hepatite A,28,180,
Hepatite A,1550,180,
Hepatite A,1351,180,
Hepatite A,880,180,
Hepatite A,802,180,
Hepatite A,727,180,
Hepatite A,224,180,
Hepatite A,317,180,
Hepatite A,329,180,
Hepatite A,477,180,
Hepatite A,922,180,
Proteus Vulgaris,434,180,
Proteus Vulgaris,594,180,
Proteus Vulgaris,776,180,
Proteus Vulgaris,16131.01,180,
Proteus Vulgaris,803.12,180,
Proteus Vulgaris,20562.06,180,
Proteus Vulgaris,16728.45,180,
Proteus Vulgaris,16330.16,180,
Proteus Vulgaris,1023.72,180,
Proteus Vulgaris,832.86,180,
Proteus Vulgaris,813.03,180,
Malassezia Furfur,222,180,
Malassezia Furfur,225,180,
Malassezia Furfur,491,180,
Malassezia Furfur,616,180,
Malassezia Furfur,700,180,
Pseudomonas Aeruginosa,523,180,
Pseudomonas Aeruginosa,557,180,
Pseudomonas Aeruginosa,478,180,
Pseudomonas Aeruginosa,776,180,
Pseudomonas Aeruginosa,660,180,
Pseudomonas Aeruginosa,727,180,
Pseudomonas Aeruginosa,778,180,
Pseudomonas Aeruginosa,787,180,
Pseudomonas Aeruginosa,802,180,
Pseudomonas Aeruginosa,880,180,
Pseudomonas Aeruginosa,727,180,
Pseudomonas Aeruginosa,787,180,
Pseudomonas Aeruginosa,880,180,
Pseudomonas Aeruginosa,174,180,
Pseudomonas Aeruginosa,482,180,
Pseudomonas Aeruginosa,5311,180,
Pseudomonas Aeruginosa,728,180,
Pseudomonas Aeruginosa,784,180,
Pseudomonas Aeruginosa,880,180,
Pseudomonas Aeruginosa,464,180,
Pseudomonas Aeruginosa,174,180,
Pseudomonas Aeruginosa,482,180,
Pseudomonas Aeruginosa,5311,180,
Pseudomonas Aeruginosa,174,180,
Pseudomonas Aeruginosa,482,180,
Pseudomonas Aeruginosa,785,180,
Pseudomonas Aeruginosa,1132,180,
Pseudomonas Aeruginosa,5311,180,
Pseudomonas Aeruginosa,3965,180,
Pseudomonas Aeruginosa,405,180,
Pseudomonas Aeruginosa,633,180,
Pseudomonas Aeruginosa,191,180,
Pseudomonas Aeruginosa,178,180,
Pseudomonas Aeruginosa,731,180,
Pseudomonas Aeruginosa,6646,180,
Pseudomonas Aeruginosa,178,180,
Pseudomonas Aeruginosa,739.8,180,
Pseudomonas Aeruginosa,2959.4,180,
Pseudomonas Aeruginosa,16579.09,180,
Pseudomonas Aeruginosa,825.42,180,
Salmonella Paratyphi B,1437,600,
Salmonella Paratyphi B,1504,600,
Micose oris candida,1644.18,nan,
Eurytrema Pancreático,5000,600,
Chlamydia trachomatis,1488,600,
Neisseria Meningitidis,19715.68,180,
Neisseria Meningitidis,981.59,180,
Neisseria Meningitidis,16628,180,
Neisseria Meningitidis,88,180,
Neisseria Meningitidis,927,180,
Neisseria Meningitidis,90,180,
Coxsackie B4,2900,180,
Coxsackie B4,864,180,
Coxsackie B4,790,180,
Coxsackie B4,690,180,
Coxsackie B4,610,180,
Coxsackie B4,470,180,
Coxsackie B4,484,180,
Coxsackie B4,986,180,
Coxsackie B4,644,180,
Coxsackie B4,254,180,
Coxsackie B4,10000,180,
Coxsackie B4,2720,180,
Coxsackie B4,2170,180,
Coxsackie B4,1800,180,
Coxsackie B4,1600,180,
Coxsackie B4,1500,180,
Coxsackie B4,880,180,
Coxsackie B4,787,180,
Coxsackie B4,776,180,
Coxsackie B4,727,180,
Coxsackie B4,20,180,
Coxsackie B4,152,180,
Coxsackie B4,242,180,
Coxsackie B4,642,180,
Coxsackie B4,674,180,
Coxsackie B4,922,180,
Coxsackie B4,353,180,
Coxsackie B4,384,180,
Coxsackie B4,834,180,
Coxsackie B4,587,180,
Coxsackie B4,723,180,
Coxsackie B4,18122.49,180,
Coxsackie B4,902.27,180,
Coxsackie B4,705,180,
Coxsackie B4,534,180,
Coxsackie B4,867,180,
Coxsackie B4,612,180,
Coxsackie B4,487,180,
Coxsackie B4,868,180,
Coxsackie B4,653,180,
Coxsackie B4,654,180,
Coxsackie B4,421,180,
Coxsackie B4,353,180,
Coxsackie B4,540,180,
Coxsackie B4,8632,180,
Coxsackie B4,18047,180,
Coxsackie B4,81,180,
Coxsackie B4,898,180,
Coxsackie B4,55,180,
Coxsackie B4,462,180,
Coxsackie B4,1043,180,
Coxsackie B4,1083,180,
Coxsackie B4,569,180,
Coxsackie B4,647,180,
Coxsackie B4,708,180,
Coxsackie B4,774,180,
Coxsackie B4,488,180,
Coxsackie B4,736,180,
Coxsackie B4,814,180,
Coxsackie B4,343,180,
Coxsackie B4,551,180,
Coxsackie B4,657,180,
Coxsackie B4,668,180,
Coxsackie B4,669,180,
Coxsackie B4,612,180,
Coxsackie B4,136,180,
Coxsackie B4,144,180,
Coxsackie B4,232,180,
Coxsackie B4,380,180,
Coxsackie B4,422,180,
Coxsackie B4,424,180,
Coxsackie B4,435,180,
Coxsackie B4,921,180,
Coxsackie B4,923,180,
Coxsackie B4,769,180,
Coxsackie B4,1189,180,
Coxsackie B4,595,180,
Coxsackie B4,676,180,
Coxsackie B4,5000,180,
Coxsackie B4,3636,180,
Coxsackie B4,2632,180,
Coxsackie B4,1850,180,
Coxsackie B4,1500,180,
Coxsackie B4,1488,180,
Coxsackie B4,1422,180,
Coxsackie B4,1189,180,
Coxsackie B4,1044,180,
Coxsackie B4,922,180,
Coxsackie B4,868,180,
Coxsackie B4,845,180,
Coxsackie B4,822,180,
Coxsackie B4,788,180,
Coxsackie B4,776,180,
Coxsackie B4,766,180,
Coxsackie B4,742,180,
Coxsackie B4,733,180,
Coxsackie B4,721,180,
Coxsackie B4,676,180,
Coxsackie B4,654,180,
Coxsackie B4,625,180,
Neisseria meningitidis,1305.6,nan,
Hiv,683,180,
Hiv,714,180,
Hiv,3554,180,
Dientamoeba Fragilis,5000,600,
Shigella flexneri,1539,600,
Shigella dysenteriae,1539,600,
Trichophyton cutaneum,752,180,
Trichophyton cutaneum,923,180,
Clostridium acetobutylicum,1519,600,
Clostridium acetobutylicum,1500,600,
Clostridium perfringens spores,1547,600,
Clostridium septicum,1422,600,
Clostridium sporogenes,5000,600,
Endolimax Nana,19715,180,
Endolimax Nana,68,180,
Endolimax Nana,981,180,
Endolimax Nana,59,180,
Endolimax Nana,21508,180,
Endolimax Nana,1,180,
Endolimax Nana,1070,180,
Endolimax Nana,82,180,
Enterococcus gallinarum,686,600,
Enterococcus gallinarum,409,180,
Enterococcus gallinarum,454,180,
Enterococcus gallinarum,5000,180,
Leishmania,787,180,
Leishmania,525,180,
Leishmania,781,180,
Leishmania,791,180,
Leishmania,20064.19,180,
Leishmania,998.94,180,
Leishmania,19914.83,180,
Leishmania,991.5,180,
Leishmania,20014.4,180,
Leishmania,996.46,180,
Leishmania,20163.76,180,
Leishmania,1003.89,180,
Taenia sp,187.18,nan,
Fascíola Hepática cercariae,1668,600,
Fascíola Hepática eggs,1660,600,
Fascíola Hepática metacercariae,1668,600,
Fascíola Hepática miracidia,1668,600,
Fasciolopsis buski,1695,600,
Fasciolopsis buskii eggs,1687,600,
Fasciolopsis buskii eggs,1687,600,
Fasciolopsis buskii eggs,1687,600,
Endolimax Nana,19715,180,
Endolimax Nana,68,180,
Endolimax Nana,981,180,
Endolimax Nana,59,180,
Endolimax Nana,21508,180,
Endolimax Nana,1,180,
Endolimax Nana,1070,180,
Endolimax Nana,82,180,
Taenia Sp.,187.18,nan,
Leishmania Sp.,787,180,
Leishmania Sp.,525,180,
Leishmania Sp.,781,180,
Leishmania Sp.,791,180,
Leishmania Sp.,20064.19,180,
Leishmania Sp.,998.94,180,
Leishmania Sp.,19914.83,180,
Leishmania Sp.,991.5,180,
Leishmania Sp.,20014.4,180,
Leishmania Sp.,996.46,180,
Leishmania Sp.,20163.76,180,
Leishmania Sp.,1003.89,180,
Epstein-Barr Virus,1484,600,
Epstein-Barr Virus,1465,600,
Herpes Simplex,1141,600,
Herpes Simplex,1350,600,
Herpes Simplex,1141,600,
Herpes Simplex,1350,600,
Dengue,464,180,
Dengue,440,180,
Dengue,3672,180,
Dengue,7766,180,
Dengue,7760,180,
Dengue,7344,180,
Dengue,1234,180,
Dengue,5000,180,
Dengue,727,180,
Dengue,787,180,
Dengue,800,180,
Dengue,875,180,
Dengue,880,180,
Dengue,885,180,
Dengue,728,180,
Dengue,1550,180,
Dengue,1500,180,
Dengue,2008,180,
Dengue,20,180,
Dengue,728,180,
Dengue,440,180,
Dengue,465,180,
Dengue,613,180,
Dengue,666,180,
Dengue,727,180,
Dengue,787,180,
Dengue,800,180,
Dengue,1000,180,
Dengue,5000,180,
Dengue,10000,180,
Chikungunya,5000,600,
Chikungunya,145,600,
Chikungunya,267,300,
Chikungunya,587,300,
Chikungunya,142,600,
Rotavirus,665,300,
Rotavirus,666,300,
Rotavirus,667,300,
Rotavirus,776,300,
Rotavirus,787,300,
Rotavirus,802,300,
Rotavirus,1550,300,
Rotavirus,832,300,
Rotavirus,840,300,
Rotavirus,880,300,
Rotavirus,1570,300,
Rotavirus,1998,300,
Rotavirus,2008,300,
Rotavirus,2052,300,
Rotavirus,2127.5,300,
Rotavirus,2489,300,
Rotavirus,2490,300,
Rotavirus,5000,300,
Norovirus,665,300,
Norovirus,666,300,
Norovirus,667,300,
Norovirus,776,300,
Norovirus,787,300,
Norovirus,802,300,
Norovirus,1550,300,
Norovirus,832,300,
Norovirus,840,300,
Norovirus,880,300,
Norovirus,1570,300,
Norovirus,1998,300,
Norovirus,2008,300,
Norovirus,2052,300,
Norovirus,2127.5,300,
Norovirus,2489,300,
Norovirus,2490,300,
Norovirus,5000,300,
Salmonella Enterica,1387,600,
Salmonella Enterica,1508,600,
Salmonella Enterica,1523,600,
Shigella Sonnei,1242,600,
Campylobacter Jejuni,1437,600,
Papillomavirus,45,180,
Papillomavirus,489,180,
Papillomavirus,874,180,
Papillomavirus,907,180,
Papillomavirus,16970,180,
Papillomavirus,265,180,
Papillomavirus,5657,180,
Papillomavirus,3203,180,
Papillomavirus,1011,180,
Papillomavirus,9258,180,
Papillomavirus,3083,180,
Papillomavirus,1051,180,
Papillomavirus,9609,180,
Papillomavirus,466,180,
Papillomavirus,110,180,
Papillomavirus,767,180,
Papillomavirus,404,180,
Ancylostoma Duodenale,5000,600,
Giardia Lamblia,5000,600,
Streptococcus Viridans,1242,600,
Human Papillomavirus (Hpv),45,180,
Human Papillomavirus (Hpv),489,180,
Human Papillomavirus (Hpv),874,180,
Human Papillomavirus (Hpv),907,180,
Human Papillomavirus (Hpv),16970,180,
Human Papillomavirus (Hpv),265,180,
Human Papillomavirus (Hpv),5657,180,
Human Papillomavirus (Hpv),3203,180,
Human Papillomavirus (Hpv),1011,180,
Human Papillomavirus (Hpv),9258,180,
Human Papillomavirus (Hpv),3083,180,
Human Papillomavirus (Hpv),1051,180,
Human Papillomavirus (Hpv),9609,180,
Human Papillomavirus (Hpv),466,180,
Human Papillomavirus (Hpv),110,180,
Human Papillomavirus (Hpv),767,180,
Human Papillomavirus (Hpv),404,180,
Mycoplasma Hominis,2900,180,
Mycoplasma Hominis,864,180,
Mycoplasma Hominis,790,180,
Mycoplasma Hominis,690,180,
Mycoplasma Hominis,610,180,
Mycoplasma Hominis,470,180,
Mycoplasma Hominis,484,180,
Mycoplasma Hominis,986,180,
Mycoplasma Hominis,644,180,
Mycoplasma Hominis,254,180,
Mycoplasma Hominis,250,180,
Mycoplasma Hominis,1.2,180,
Mycoplasma Hominis,650,180,
Mycoplasma Hominis,625,180,
Mycoplasma Hominis,600,180,
Mycoplasma Hominis,787,180,
Mycoplasma Hominis,727,180,
Mycoplasma Hominis,262,180,
Mycoplasma Hominis,776,180,
Mycoplasma Hominis,766,180,
Mycoplasma Hominis,10000,180,
Mycoplasma Hominis,5000,180,
Mycoplasma Hominis,2720,180,
Mycoplasma Hominis,1664,180,
Mycoplasma Hominis,1550,180,
Mycoplasma Hominis,1500,180,
Mycoplasma Hominis,962,180,
Mycoplasma Hominis,880,180,
Mycoplasma Hominis,802,180,
Mycoplasma Hominis,800,180,
Mycoplasma Hominis,787,180,
Mycoplasma Hominis,776,180,
Mycoplasma Hominis,766,180,
Mycoplasma Hominis,727,180,
Mycoplasma Hominis,688,180,
Mycoplasma Hominis,683,180,
Mycoplasma Hominis,650,180,
Mycoplasma Hominis,625,180,
Mycoplasma Hominis,600,180,
Mycoplasma Hominis,120,180,
Mycoplasma Hominis,20,180,
Mycoplasma Hominis,7344,180,
Mycoplasma Hominis,3702,180,
Mycoplasma Hominis,3672,180,
Mycoplasma Hominis,2720,180,
Mycoplasma Hominis,2170,180,
Mycoplasma Hominis,1800,180,
Mycoplasma Hominis,1600,180,
Mycoplasma Hominis,1500,180,
Mycoplasma Hominis,1283,180,
Mycoplasma Hominis,1234,180,
Mycoplasma Hominis,1233,180,
Mycoplasma Hominis,880,180,
Mycoplasma Hominis,787,180,
Mycoplasma Hominis,727,180,
Mycoplasma Hominis,522,180,
Mycoplasma Hominis,444,180,
Mycoplasma Hominis,146,180,
Mycoplasma Hominis,125,180,
Mycoplasma Hominis,95,180,
Mycoplasma Hominis,72,180,
Mycoplasma Hominis,20,180,
Mycoplasma Hominis,0,180,
Mycoplasma Hominis,5,180,
Mycoplasma Hominis,470,180,
Mycoplasma Hominis,693,180,
Mycoplasma Hominis,813,180,
Mycoplasma Hominis,1.1,180,
Mycoplasma Hominis,5000,180,
Mycoplasma Hominis,6000,180,
Mycoplasma Hominis,1131,180,
Mycoplasma Hominis,33,180,
Mycoplasma Hominis,2900,180,
Mycoplasma Hominis,878.2,180,
Mycoplasma Hominis,880.2,180,
Mycoplasma Hominis,864,180,
Mycoplasma Hominis,790,180,
Mycoplasma Hominis,706.7,180,
Mycoplasma Hominis,690,180,
Mycoplasma Hominis,610,180,
Mycoplasma Hominis,484,180,
Mycoplasma Hominis,986,180,
Mycoplasma Hominis,644,180,
Mycoplasma Hominis,254,180,
Mycoplasma Hominis,7344,180,
Mycoplasma Hominis,2950,180,
Mycoplasma Hominis,2842,180,
Mycoplasma Hominis,1147,180,
Mycoplasma Hominis,1113,180,
Mycoplasma Hominis,1067,180,
Mycoplasma Hominis,1062,180,
Mycoplasma Hominis,1045,180,
Mycoplasma Hominis,969.9,180,
Mycoplasma Hominis,880.2,180,
Mycoplasma Hominis,878.2,180,
Mycoplasma Hominis,865,180,
Mycoplasma Hominis,829.3,180,
Mycoplasma Hominis,800.4,180,
Mycoplasma Hominis,790,180,
Mycoplasma Hominis,783.6,180,
Clamydia Trachomatis,1488,600,
Bartonella Henselae,2900,180,
Bartonella Henselae,864,180,
Bartonella Henselae,790,180,
Bartonella Henselae,690,180,
Bartonella Henselae,610,180,
Bartonella Henselae,470,180,
Bartonella Henselae,484,180,
Bartonella Henselae,986,180,
Bartonella Henselae,644,180,
Bartonella Henselae,254,180,
Bartonella Henselae,364,180,
Bartonella Henselae,379,180,
Bartonella Henselae,645,180,
Bartonella Henselae,654,180,
Bartonella Henselae,786,180,
Bartonella Henselae,840,180,
Bartonella Henselae,842,180,
Bartonella Henselae,844,180,
Bartonella Henselae,846,180,
Bartonella Henselae,848,180,
Bartonella Henselae,850,180,
Bartonella Henselae,857,180,
Bartonella Henselae,967,180,
Bartonella Henselae,6878,180,
Bartonella Henselae,634,180,
Bartonella Henselae,696,180,
Bartonella Henselae,716,180,
Bartonella Henselae,1518,180,
Yersinia Enterocolitica,5120,180,
Yersinia Enterocolitica,5000,180,
Yersinia Enterocolitica,1600,180,
Yersinia Enterocolitica,512,180,
Yersinia Enterocolitica,508,180,
Yersinia Enterocolitica,504,180,
Yersinia Enterocolitica,500,180,
Yersinia Enterocolitica,496,180,
Yersinia Enterocolitica,492,180,
Yersinia Enterocolitica,338,180,
Yersinia Enterocolitica,333,180,
Yersinia Enterocolitica,210,180,
Yersinia Enterocolitica,216,180,
Yersinia Enterocolitica,160,180,
Fasciolopsis Buskii Eggs,1695,600,
Fasciolopsis Buskii Eggs,5000,600,
Streptococcus gallolyticus,1504,600,
Streptococcus gallolyticus,1242,600,
Streptococcus haemolyticus A,1242,600,
